Timestamps,Device,Message,Data
1.09,BMS,BMS_TEMPERATURE,598.1832727757592
1.1,BMS,BMS_TEMPERATURE,598.1666055535185
1.11,BMS,BMS_TEMPERATURE,598.1499383312777
1.12,BMS,BMS_TEMPERATURE,598.133271109037
1.13,BMS,BMS_TEMPERATURE,598.1166038867963
1.14,BMS,BMS_TEMPERATURE,598.0999366645555
1.15,BMS,BMS_TEMPERATURE,598.0832694423148
1.16,BMS,BMS_TEMPERATURE,598.066602220074
1.17,BMS,BMS_TEMPERATURE,598.0499349978332
1.18,BMS,BMS_TEMPERATURE,598.0332677755925
1.19,BMS,BMS_TEMPERATURE,598.0166005533517
1.2,BMS,BMS_TEMPERATURE,597.999933331111
1.21,BMS,BMS_TEMPERATURE,597.9832661088703
1.22,BMS,BMS_TEMPERATURE,597.9665988866295
1.23,BMS,BMS_TEMPERATURE,597.9499316643888
1.24,BMS,BMS_TEMPERATURE,597.933264442148
1.25,BMS,BMS_TEMPERATURE,597.9165972199073
1.26,BMS,BMS_TEMPERATURE,597.8999299976666
1.27,BMS,BMS_TEMPERATURE,597.8832627754258
1.28,BMS,BMS_TEMPERATURE,597.8665955531851
1.29,BMS,BMS_TEMPERATURE,597.8499283309444
1.3,BMS,BMS_TEMPERATURE,597.8332611087036
1.31,BMS,BMS_TEMPERATURE,597.8165938864629
1.32,BMS,BMS_TEMPERATURE,597.7999266642221
1.33,BMS,BMS_TEMPERATURE,597.7832594419814
1.34,BMS,BMS_TEMPERATURE,597.7665922197407
1.35,BMS,BMS_TEMPERATURE,597.7499249974999
1.36,BMS,BMS_TEMPERATURE,597.7332577752592
1.37,BMS,BMS_TEMPERATURE,597.7165905530185
1.38,BMS,BMS_TEMPERATURE,597.6999233307777
1.39,BMS,BMS_TEMPERATURE,597.683256108537
1.4,BMS,BMS_TEMPERATURE,597.6665888862962
1.41,BMS,BMS_TEMPERATURE,597.6499216640555
1.42,BMS,BMS_TEMPERATURE,597.6332544418148
1.43,BMS,BMS_TEMPERATURE,597.616587219574
1.44,BMS,BMS_TEMPERATURE,597.5999199973332
1.45,BMS,BMS_TEMPERATURE,597.5832527750925
1.46,BMS,BMS_TEMPERATURE,597.5665855528517
1.47,BMS,BMS_TEMPERATURE,597.549918330611
1.48,BMS,BMS_TEMPERATURE,597.5332511083702
1.49,BMS,BMS_TEMPERATURE,597.5165838861295
1.5,BMS,BMS_TEMPERATURE,597.4999166638888
1.51,BMS,BMS_TEMPERATURE,597.483249441648
1.52,BMS,BMS_TEMPERATURE,597.4665822194073
1.53,BMS,BMS_TEMPERATURE,597.4499149971666
1.54,BMS,BMS_TEMPERATURE,597.4332477749258
1.55,BMS,BMS_TEMPERATURE,597.4165805526851
1.56,BMS,BMS_TEMPERATURE,597.3999133304443
1.57,BMS,BMS_TEMPERATURE,597.3832461082036
1.58,BMS,BMS_TEMPERATURE,597.3665788859629
1.59,BMS,BMS_TEMPERATURE,597.3499116637221
1.6,BMS,BMS_TEMPERATURE,597.3332444414814
1.61,BMS,BMS_TEMPERATURE,597.3165772192407
1.62,BMS,BMS_TEMPERATURE,597.2999099969999
1.63,BMS,BMS_TEMPERATURE,597.2832427747592
1.64,BMS,BMS_TEMPERATURE,597.2665755525184
1.65,BMS,BMS_TEMPERATURE,597.2499083302777
1.66,BMS,BMS_TEMPERATURE,597.233241108037
1.67,BMS,BMS_TEMPERATURE,597.2165738857962
1.68,BMS,BMS_TEMPERATURE,597.1999066635555
1.69,BMS,BMS_TEMPERATURE,597.1832394413148
1.7,BMS,BMS_TEMPERATURE,597.1665722190739
1.71,BMS,BMS_TEMPERATURE,597.1499049968332
1.72,BMS,BMS_TEMPERATURE,597.1332377745924
1.73,BMS,BMS_TEMPERATURE,597.1165705523517
1.74,BMS,BMS_TEMPERATURE,597.099903330111
1.75,BMS,BMS_TEMPERATURE,597.0832361078702
1.76,BMS,BMS_TEMPERATURE,597.0665688856295
1.77,BMS,BMS_TEMPERATURE,597.0499016633888
1.78,BMS,BMS_TEMPERATURE,597.033234441148
1.79,BMS,BMS_TEMPERATURE,597.0165672189073
1.8,BMS,BMS_TEMPERATURE,596.9998999966665
1.81,BMS,BMS_TEMPERATURE,596.9832327744258
1.82,BMS,BMS_TEMPERATURE,596.9665655521851
1.83,BMS,BMS_TEMPERATURE,596.9498983299443
1.84,BMS,BMS_TEMPERATURE,596.9332311077036
1.85,BMS,BMS_TEMPERATURE,596.9165638854629
1.86,BMS,BMS_TEMPERATURE,596.8998966632221
1.87,BMS,BMS_TEMPERATURE,596.8832294409814
1.88,BMS,BMS_TEMPERATURE,596.8665622187406
1.89,BMS,BMS_TEMPERATURE,596.8498949964999
1.9,BMS,BMS_TEMPERATURE,596.8332277742592
1.91,BMS,BMS_TEMPERATURE,596.8165605520184
1.92,BMS,BMS_TEMPERATURE,596.7998933297777
1.93,BMS,BMS_TEMPERATURE,596.783226107537
1.94,BMS,BMS_TEMPERATURE,596.7665588852961
1.95,BMS,BMS_TEMPERATURE,596.7498916630555
1.96,BMS,BMS_TEMPERATURE,596.7332244408146
1.97,BMS,BMS_TEMPERATURE,596.7165572185739
1.98,BMS,BMS_TEMPERATURE,596.6998899963332
1.99,BMS,BMS_TEMPERATURE,596.6832227740924
2.0,BMS,BMS_TEMPERATURE,596.6665555518517
2.01,BMS,BMS_TEMPERATURE,596.649888329611
2.02,BMS,BMS_TEMPERATURE,596.6332211073702
2.03,BMS,BMS_TEMPERATURE,596.6165538851295
2.04,BMS,BMS_TEMPERATURE,596.5998866628887
2.05,BMS,BMS_TEMPERATURE,596.583219440648
2.06,BMS,BMS_TEMPERATURE,596.5665522184073
2.07,BMS,BMS_TEMPERATURE,596.5498849961665
2.08,BMS,BMS_TEMPERATURE,596.5332177739258
2.09,BMS,BMS_TEMPERATURE,596.5165505516851
2.1,BMS,BMS_TEMPERATURE,596.4998833294443
2.11,BMS,BMS_TEMPERATURE,596.4832161072036
2.12,BMS,BMS_TEMPERATURE,596.4665488849628
2.13,BMS,BMS_TEMPERATURE,596.4498816627221
2.14,BMS,BMS_TEMPERATURE,596.4332144404814
2.15,BMS,BMS_TEMPERATURE,596.4165472182406
2.16,BMS,BMS_TEMPERATURE,596.3998799959999
2.17,BMS,BMS_TEMPERATURE,596.3832127737592
2.18,BMS,BMS_TEMPERATURE,596.3665455515184
2.19,BMS,BMS_TEMPERATURE,596.3498783292777
2.2,BMS,BMS_TEMPERATURE,596.3332111070368
2.21,BMS,BMS_TEMPERATURE,596.3165438847961
2.22,BMS,BMS_TEMPERATURE,596.2998766625554
2.23,BMS,BMS_TEMPERATURE,596.2832094403146
2.24,BMS,BMS_TEMPERATURE,596.2665422180739
2.25,BMS,BMS_TEMPERATURE,596.2498749958332
2.26,BMS,BMS_TEMPERATURE,596.2332077735924
2.27,BMS,BMS_TEMPERATURE,596.2165405513517
2.28,BMS,BMS_TEMPERATURE,596.1998733291109
2.29,BMS,BMS_TEMPERATURE,596.1832061068702
2.3000000000000003,BMS,BMS_TEMPERATURE,596.1665388846295
2.31,BMS,BMS_TEMPERATURE,596.1498716623887
2.32,BMS,BMS_TEMPERATURE,596.133204440148
2.33,BMS,BMS_TEMPERATURE,596.1165372179073
2.34,BMS,BMS_TEMPERATURE,596.0998699956665
2.35,BMS,BMS_TEMPERATURE,596.0832027734258
2.36,BMS,BMS_TEMPERATURE,596.066535551185
2.37,BMS,BMS_TEMPERATURE,596.0498683289443
2.38,BMS,BMS_TEMPERATURE,596.0332011067036
2.39,BMS,BMS_TEMPERATURE,596.0165338844628
2.4,BMS,BMS_TEMPERATURE,595.9998666622221
2.41,BMS,BMS_TEMPERATURE,595.9831994399814
2.42,BMS,BMS_TEMPERATURE,595.9665322177406
2.43,BMS,BMS_TEMPERATURE,595.9498649954999
2.44,BMS,BMS_TEMPERATURE,595.933197773259
2.45,BMS,BMS_TEMPERATURE,595.9165305510184
2.46,BMS,BMS_TEMPERATURE,595.8998633287777
2.47,BMS,BMS_TEMPERATURE,595.8831961065368
2.48,BMS,BMS_TEMPERATURE,595.8665288842961
2.49,BMS,BMS_TEMPERATURE,595.8498616620554
2.5,BMS,BMS_TEMPERATURE,595.8331944398146
2.51,BMS,BMS_TEMPERATURE,595.8165272175739
2.52,BMS,BMS_TEMPERATURE,595.7998599953331
2.53,BMS,BMS_TEMPERATURE,595.7831927730924
2.54,BMS,BMS_TEMPERATURE,595.7665255508517
2.5500000000000003,BMS,BMS_TEMPERATURE,595.7498583286109
2.56,BMS,BMS_TEMPERATURE,595.7331911063702
2.57,BMS,BMS_TEMPERATURE,595.7165238841295
2.58,BMS,BMS_TEMPERATURE,595.6998566618887
2.59,BMS,BMS_TEMPERATURE,595.683189439648
2.6,BMS,BMS_TEMPERATURE,595.6665222174072
2.61,BMS,BMS_TEMPERATURE,595.6498549951665
2.62,BMS,BMS_TEMPERATURE,595.6331877729258
2.63,BMS,BMS_TEMPERATURE,595.616520550685
2.64,BMS,BMS_TEMPERATURE,595.5998533284443
2.65,BMS,BMS_TEMPERATURE,595.5831861062036
2.66,BMS,BMS_TEMPERATURE,595.5665188839628
2.67,BMS,BMS_TEMPERATURE,595.5498516617221
2.68,BMS,BMS_TEMPERATURE,595.5331844394813
2.69,BMS,BMS_TEMPERATURE,595.5165172172406
2.7,BMS,BMS_TEMPERATURE,595.4998499949999
2.71,BMS,BMS_TEMPERATURE,595.483182772759
2.72,BMS,BMS_TEMPERATURE,595.4665155505184
2.73,BMS,BMS_TEMPERATURE,595.4498483282777
2.74,BMS,BMS_TEMPERATURE,595.4331811060368
2.75,BMS,BMS_TEMPERATURE,595.4165138837961
2.76,BMS,BMS_TEMPERATURE,595.3998466615553
2.77,BMS,BMS_TEMPERATURE,595.3831794393146
2.78,BMS,BMS_TEMPERATURE,595.3665122170739
2.79,BMS,BMS_TEMPERATURE,595.3498449948331
2.8000000000000003,BMS,BMS_TEMPERATURE,595.3331777725924
2.81,BMS,BMS_TEMPERATURE,595.3165105503517
2.82,BMS,BMS_TEMPERATURE,595.2998433281109
2.83,BMS,BMS_TEMPERATURE,595.2831761058702
2.84,BMS,BMS_TEMPERATURE,595.2665088836294
2.85,BMS,BMS_TEMPERATURE,595.2498416613887
2.86,BMS,BMS_TEMPERATURE,595.233174439148
2.87,BMS,BMS_TEMPERATURE,595.2165072169072
2.88,BMS,BMS_TEMPERATURE,595.1998399946665
2.89,BMS,BMS_TEMPERATURE,595.1831727724258
2.9,BMS,BMS_TEMPERATURE,595.166505550185
2.91,BMS,BMS_TEMPERATURE,595.1498383279443
2.92,BMS,BMS_TEMPERATURE,595.1331711057035
2.93,BMS,BMS_TEMPERATURE,595.1165038834628
2.94,BMS,BMS_TEMPERATURE,595.0998366612221
2.95,BMS,BMS_TEMPERATURE,595.0831694389813
2.96,BMS,BMS_TEMPERATURE,595.0665022167406
2.97,BMS,BMS_TEMPERATURE,595.0498349944999
2.98,BMS,BMS_TEMPERATURE,595.033167772259
2.99,BMS,BMS_TEMPERATURE,595.0165005500183
3.0,BMS,BMS_TEMPERATURE,594.9998333277775
3.01,BMS,BMS_TEMPERATURE,594.9831661055368
3.02,BMS,BMS_TEMPERATURE,594.9664988832961
3.03,BMS,BMS_TEMPERATURE,594.9498316610553
3.04,BMS,BMS_TEMPERATURE,594.9331644388146
3.0500000000000003,BMS,BMS_TEMPERATURE,594.9164972165739
3.06,BMS,BMS_TEMPERATURE,594.8998299943331
3.0700000000000003,BMS,BMS_TEMPERATURE,594.8831627720924
3.08,BMS,BMS_TEMPERATURE,594.8664955498516
3.09,BMS,BMS_TEMPERATURE,594.8498283276109
3.1,BMS,BMS_TEMPERATURE,594.8331611053702
3.11,BMS,BMS_TEMPERATURE,594.8164938831294
3.12,BMS,BMS_TEMPERATURE,594.7998266608887
3.13,BMS,BMS_TEMPERATURE,594.783159438648
3.14,BMS,BMS_TEMPERATURE,594.7664922164072
3.15,BMS,BMS_TEMPERATURE,594.7498249941665
3.16,BMS,BMS_TEMPERATURE,594.7331577719257
3.17,BMS,BMS_TEMPERATURE,594.716490549685
3.18,BMS,BMS_TEMPERATURE,594.6998233274443
3.19,BMS,BMS_TEMPERATURE,594.6831561052035
3.2,BMS,BMS_TEMPERATURE,594.6664888829628
3.21,BMS,BMS_TEMPERATURE,594.6498216607221
3.22,BMS,BMS_TEMPERATURE,594.6331544384813
3.23,BMS,BMS_TEMPERATURE,594.6164872162406
3.24,BMS,BMS_TEMPERATURE,594.5998199939997
3.25,BMS,BMS_TEMPERATURE,594.583152771759
3.26,BMS,BMS_TEMPERATURE,594.5664855495183
3.27,BMS,BMS_TEMPERATURE,594.5498183272775
3.28,BMS,BMS_TEMPERATURE,594.5331511050368
3.29,BMS,BMS_TEMPERATURE,594.5164838827961
3.3000000000000003,BMS,BMS_TEMPERATURE,594.4998166605553
3.31,BMS,BMS_TEMPERATURE,594.4831494383146
3.3200000000000003,BMS,BMS_TEMPERATURE,594.4664822160738
3.33,BMS,BMS_TEMPERATURE,594.4498149938331
3.34,BMS,BMS_TEMPERATURE,594.4331477715924
3.35,BMS,BMS_TEMPERATURE,594.4164805493516
3.36,BMS,BMS_TEMPERATURE,594.3998133271109
3.37,BMS,BMS_TEMPERATURE,594.3831461048702
3.38,BMS,BMS_TEMPERATURE,594.3664788826294
3.39,BMS,BMS_TEMPERATURE,594.3498116603887
3.4,BMS,BMS_TEMPERATURE,594.3331444381479
3.41,BMS,BMS_TEMPERATURE,594.3164772159072
3.42,BMS,BMS_TEMPERATURE,594.2998099936665
3.43,BMS,BMS_TEMPERATURE,594.2831427714257
3.44,BMS,BMS_TEMPERATURE,594.266475549185
3.45,BMS,BMS_TEMPERATURE,594.2498083269443
3.46,BMS,BMS_TEMPERATURE,594.2331411047035
3.47,BMS,BMS_TEMPERATURE,594.2164738824628
3.48,BMS,BMS_TEMPERATURE,594.199806660222
3.49,BMS,BMS_TEMPERATURE,594.1831394379813
3.5,BMS,BMS_TEMPERATURE,594.1664722157406
3.51,BMS,BMS_TEMPERATURE,594.1498049934997
3.52,BMS,BMS_TEMPERATURE,594.133137771259
3.53,BMS,BMS_TEMPERATURE,594.1164705490183
3.54,BMS,BMS_TEMPERATURE,594.0998033267775
3.5500000000000003,BMS,BMS_TEMPERATURE,594.0831361045368
3.56,BMS,BMS_TEMPERATURE,594.066468882296
3.5700000000000003,BMS,BMS_TEMPERATURE,594.0498016600553
3.58,BMS,BMS_TEMPERATURE,594.0331344378146
3.59,BMS,BMS_TEMPERATURE,594.0164672155738
3.6,BMS,BMS_TEMPERATURE,593.9997999933331
3.61,BMS,BMS_TEMPERATURE,593.9831327710924
3.62,BMS,BMS_TEMPERATURE,593.9664655488516
3.63,BMS,BMS_TEMPERATURE,593.9497983266109
3.64,BMS,BMS_TEMPERATURE,593.9331311043701
3.65,BMS,BMS_TEMPERATURE,593.9164638821294
3.66,BMS,BMS_TEMPERATURE,593.8997966598887
3.67,BMS,BMS_TEMPERATURE,593.8831294376479
3.68,BMS,BMS_TEMPERATURE,593.8664622154072
3.69,BMS,BMS_TEMPERATURE,593.8497949931665
3.7,BMS,BMS_TEMPERATURE,593.8331277709257
3.71,BMS,BMS_TEMPERATURE,593.816460548685
3.72,BMS,BMS_TEMPERATURE,593.7997933264442
3.73,BMS,BMS_TEMPERATURE,593.7831261042035
3.74,BMS,BMS_TEMPERATURE,593.7664588819628
3.75,BMS,BMS_TEMPERATURE,593.749791659722
3.76,BMS,BMS_TEMPERATURE,593.7331244374813
3.77,BMS,BMS_TEMPERATURE,593.7164572152406
3.78,BMS,BMS_TEMPERATURE,593.6997899929997
3.79,BMS,BMS_TEMPERATURE,593.683122770759
3.8,BMS,BMS_TEMPERATURE,593.6664555485182
3.81,BMS,BMS_TEMPERATURE,593.6497883262775
3.82,BMS,BMS_TEMPERATURE,593.6331211040368
3.83,BMS,BMS_TEMPERATURE,593.616453881796
3.84,BMS,BMS_TEMPERATURE,593.5997866595553
3.85,BMS,BMS_TEMPERATURE,593.5831194373146
3.86,BMS,BMS_TEMPERATURE,593.5664522150738
3.87,BMS,BMS_TEMPERATURE,593.5497849928331
3.88,BMS,BMS_TEMPERATURE,593.5331177705923
3.89,BMS,BMS_TEMPERATURE,593.5164505483516
3.9,BMS,BMS_TEMPERATURE,593.4997833261109
3.91,BMS,BMS_TEMPERATURE,593.4831161038701
3.92,BMS,BMS_TEMPERATURE,593.4664488816294
3.93,BMS,BMS_TEMPERATURE,593.4497816593887
3.94,BMS,BMS_TEMPERATURE,593.4331144371479
3.95,BMS,BMS_TEMPERATURE,593.4164472149072
3.96,BMS,BMS_TEMPERATURE,593.3997799926664
3.97,BMS,BMS_TEMPERATURE,593.3831127704257
3.98,BMS,BMS_TEMPERATURE,593.366445548185
3.99,BMS,BMS_TEMPERATURE,593.3497783259442
4.0,BMS,BMS_TEMPERATURE,593.3331111037035
4.01,BMS,BMS_TEMPERATURE,593.3164438814628
4.0200000000000005,BMS,BMS_TEMPERATURE,593.299776659222
4.03,BMS,BMS_TEMPERATURE,593.2831094369812
4.04,BMS,BMS_TEMPERATURE,593.2664422147404
4.05,BMS,BMS_TEMPERATURE,593.2497749924997
4.0600000000000005,BMS,BMS_TEMPERATURE,593.233107770259
4.07,BMS,BMS_TEMPERATURE,593.2164405480182
4.08,BMS,BMS_TEMPERATURE,593.1997733257775
4.09,BMS,BMS_TEMPERATURE,593.1831061035368
4.1,BMS,BMS_TEMPERATURE,593.166438881296
4.11,BMS,BMS_TEMPERATURE,593.1497716590553
4.12,BMS,BMS_TEMPERATURE,593.1331044368145
4.13,BMS,BMS_TEMPERATURE,593.1164372145738
4.14,BMS,BMS_TEMPERATURE,593.0997699923331
4.15,BMS,BMS_TEMPERATURE,593.0831027700923
4.16,BMS,BMS_TEMPERATURE,593.0664355478516
4.17,BMS,BMS_TEMPERATURE,593.0497683256109
4.18,BMS,BMS_TEMPERATURE,593.0331011033701
4.19,BMS,BMS_TEMPERATURE,593.0164338811294
4.2,BMS,BMS_TEMPERATURE,592.9997666588886
4.21,BMS,BMS_TEMPERATURE,592.9830994366479
4.22,BMS,BMS_TEMPERATURE,592.9664322144072
4.23,BMS,BMS_TEMPERATURE,592.9497649921664
4.24,BMS,BMS_TEMPERATURE,592.9330977699257
4.25,BMS,BMS_TEMPERATURE,592.916430547685
4.26,BMS,BMS_TEMPERATURE,592.8997633254442
4.2700000000000005,BMS,BMS_TEMPERATURE,592.8830961032035
4.28,BMS,BMS_TEMPERATURE,592.8664288809626
4.29,BMS,BMS_TEMPERATURE,592.849761658722
4.3,BMS,BMS_TEMPERATURE,592.8330944364812
4.3100000000000005,BMS,BMS_TEMPERATURE,592.8164272142404
4.32,BMS,BMS_TEMPERATURE,592.7997599919997
4.33,BMS,BMS_TEMPERATURE,592.783092769759
4.34,BMS,BMS_TEMPERATURE,592.7664255475182
4.3500000000000005,BMS,BMS_TEMPERATURE,592.7497583252775
4.36,BMS,BMS_TEMPERATURE,592.7330911030367
4.37,BMS,BMS_TEMPERATURE,592.716423880796
4.38,BMS,BMS_TEMPERATURE,592.6997566585553
4.39,BMS,BMS_TEMPERATURE,592.6830894363145
4.4,BMS,BMS_TEMPERATURE,592.6664222140738
4.41,BMS,BMS_TEMPERATURE,592.6497549918331
4.42,BMS,BMS_TEMPERATURE,592.6330877695923
4.43,BMS,BMS_TEMPERATURE,592.6164205473516
4.44,BMS,BMS_TEMPERATURE,592.5997533251108
4.45,BMS,BMS_TEMPERATURE,592.5830861028701
4.46,BMS,BMS_TEMPERATURE,592.5664188806294
4.47,BMS,BMS_TEMPERATURE,592.5497516583886
4.48,BMS,BMS_TEMPERATURE,592.5330844361479
4.49,BMS,BMS_TEMPERATURE,592.5164172139072
4.5,BMS,BMS_TEMPERATURE,592.4997499916664
4.51,BMS,BMS_TEMPERATURE,592.4830827694257
4.5200000000000005,BMS,BMS_TEMPERATURE,592.4664155471849
4.53,BMS,BMS_TEMPERATURE,592.4497483249442
4.54,BMS,BMS_TEMPERATURE,592.4330811027035
4.55,BMS,BMS_TEMPERATURE,592.4164138804626
4.5600000000000005,BMS,BMS_TEMPERATURE,592.3997466582219
4.57,BMS,BMS_TEMPERATURE,592.3830794359812
4.58,BMS,BMS_TEMPERATURE,592.3664122137404
4.59,BMS,BMS_TEMPERATURE,592.3497449914997
4.6000000000000005,BMS,BMS_TEMPERATURE,592.3330777692589
4.61,BMS,BMS_TEMPERATURE,592.3164105470182
4.62,BMS,BMS_TEMPERATURE,592.2997433247775
4.63,BMS,BMS_TEMPERATURE,592.2830761025367
4.64,BMS,BMS_TEMPERATURE,592.266408880296
4.65,BMS,BMS_TEMPERATURE,592.2497416580553
4.66,BMS,BMS_TEMPERATURE,592.2330744358145
4.67,BMS,BMS_TEMPERATURE,592.2164072135738
4.68,BMS,BMS_TEMPERATURE,592.199739991333
4.69,BMS,BMS_TEMPERATURE,592.1830727690923
4.7,BMS,BMS_TEMPERATURE,592.1664055468516
4.71,BMS,BMS_TEMPERATURE,592.1497383246108
4.72,BMS,BMS_TEMPERATURE,592.1330711023701
4.73,BMS,BMS_TEMPERATURE,592.1164038801294
4.74,BMS,BMS_TEMPERATURE,592.0997366578886
4.75,BMS,BMS_TEMPERATURE,592.0830694356479
4.76,BMS,BMS_TEMPERATURE,592.0664022134071
4.7700000000000005,BMS,BMS_TEMPERATURE,592.0497349911664
4.78,BMS,BMS_TEMPERATURE,592.0330677689257
